MODULE,FIELD_ORIGIN,DB_TABLE,DB_COLUMN,JAVA_OBJECT,JAVA_PROPERTY,UI_FIELD_NAME,FIELD_DESCRIPTION,LOOKUP_TABLE,LOOKUP_COLUMN,CUSTOM_ATTRIBUTE_ID,GROUP_NAME,DATA_TYPE,MAX_LENGTH,MODULE_USAGE,SOURCE_FILE,CONFIDENCE,MAPPING_PRIORITY,NOTES
Award,CORE_KUALI,AWARD,ACCOUNT_NUMBER,org.kuali.kra.award.home.Award,accountNumber,SP/IO Number,Account ID,,,,,VARCHAR2,25,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,ACCOUNT_TYPE_CODE,org.kuali.kra.award.home.Award,accountTypeCode,Account Type,Account Type,,,,,NUMBER,"3,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,ACTIVITY_TYPE_CODE,org.kuali.kra.award.home.Award,activityTypeCode,Activity Type,"The type of activity proposed, e.g. organized research, instruction, etc.",ACTIVITY_TYPE,ACTIVITY_TYPE_CODE,,,NUMBER,"3,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/coeus/propdev/impl/core/DevelopmentProposal.xml,HIGH,HIGH,label inherited via Spring parent bean from DevelopmentProposal.xml
Award,CORE_KUALI,AWARD,APPRVD_EQUIPMENT_INDICATOR,org.kuali.kra.award.home.Award,approvedEquipmentIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,APPRVD_FOREIGN_TRIP_INDICATOR,org.kuali.kra.award.home.Award,approvedForeignTripIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,APPRVD_SUBCONTRACT_INDICATOR,org.kuali.kra.award.home.Award,subContractIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,ARCHIVE_LOCATION,org.kuali.kra.award.home.Award,archiveLocation,Archive Location,Archive Location,,,,,VARCHAR2,50,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,AWARD_EFFECTIVE_DATE,org.kuali.kra.award.home.Award,awardEffectiveDate,Project Start Date,Project Start Date,,,,,DATE,10,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,AWARD_EXECUTION_DATE,org.kuali.kra.award.home.Award,awardExecutionDate,Execution Date,The Execution Date of the Budget,,,,,DATE,10,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,AWARD_ID,org.kuali.kra.award.home.Award,awardId,Award Id,Award Id,AWARD_EXTENSION,AWARD_ID,,,NUMBER,"22,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,AWARD_NUMBER,org.kuali.kra.award.home.Award,awardNumber,Award ID,Award ID,,,,,VARCHAR2,12,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,AWARD_SEQUENCE_STATUS,org.kuali.kra.award.home.Award,awardSequenceStatus,,,,,,,VARCHAR2,10,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,AWARD_TYPE_CODE,org.kuali.kra.award.home.Award,awardTypeCode,Award Type,Award Type,AWARD_TYPE,AWARD_TYPE_CODE,,,NUMBER,"3,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,BASIS_OF_PAYMENT_CODE,org.kuali.kra.award.home.Award,basisOfPaymentCode,Payment Basis,Payment Basis,AWARD_BASIS_OF_PAYMENT,BASIS_OF_PAYMENT_CODE,,,VARCHAR2,3,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,BEGIN_DATE,org.kuali.kra.award.home.Award,beginDate,Modification Date,Modification Date,,,,,DATE,10,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,CLOSEOUT_DATE,org.kuali.kra.award.home.Award,closeoutDate,Archive Date,Archive Date,,,,,DATE,,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,COST_SHARING_INDICATOR,org.kuali.kra.award.home.Award,costSharingIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,DFAFS_NUMBER,org.kuali.kra.award.home.Award,documentFundingId,Document Funding ID,Document Funding ID,,,,,VARCHAR2,20,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,DOCUMENT_NUMBER,org.kuali.kra.award.home.Award,documentNumber,,,AWARD_DOCUMENT,DOCUMENT_NUMBER,,,VARCHAR2,40,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,HIGH,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,FAIN_ID,org.kuali.kra.award.home.Award,fainId,FAIN ID,FAIN ID,,,,,VARCHAR2,32,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,FED_AWARD_DATE,org.kuali.kra.award.home.Award,fedAwardDate,Federal Award Date,Federal Award Date,,,,,DATE,,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,FED_AWARD_YEAR,org.kuali.kra.award.home.Award,fedAwardYear,Federal Award Year,Federal Award Year,,,,,NUMBER,"4,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,FIN_ACCOUNT_CREATION_DATE,org.kuali.kra.award.home.Award,financialAccountCreationDate,Financial account creation date,Financial account creation date.,,,,,DATE,20,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,FIN_ACCOUNT_DOC_NBR,org.kuali.kra.award.home.Award,financialAccountDocumentNumber,Financial account document number,Document number returned by financial service when an account is created.,,,,,VARCHAR2,20,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,FIN_CHART_OF_ACCOUNTS_CODE,org.kuali.kra.award.home.Award,financialChartOfAccountsCode,Financial Chart Of Accounts Code,Chart of accounts for a Financial Account.,,,,,VARCHAR2,4,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,HIERARCHY_SYNC_CHILD,org.kuali.kra.award.home.Award,syncChild,,,,,,,CHAR,1,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,IDC_INDICATOR,org.kuali.kra.award.home.Award,indirectCostIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,LEAD_UNIT_NUMBER,org.kuali.kra.award.home.Award,unitNumber,Lead Unit Number,The lead unit number for the Award.,UNIT,UNIT_NUMBER,,,VARCHAR2,20,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,METHOD_OF_PAYMENT_CODE,org.kuali.kra.award.home.Award,methodOfPaymentCode,Payment Method,Payment Method,AWARD_METHOD_OF_PAYMENT,METHOD_OF_PAYMENT_CODE,,,VARCHAR2,3,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,MODIFICATION_NUMBER,org.kuali.kra.award.home.Award,modificationNumber,Modification ID,Modification ID,,,,,VARCHAR2,50,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,NOTICE_DATE,org.kuali.kra.award.home.Award,noticeDate,Notice Date,Notice Date,,,,,DATE,,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,NSF_SEQUENCE_NUMBER,org.kuali.kra.award.home.Award,nsfSequenceNumber,NSF Science Code,A number used to indicate the type of research activity as defined by the National Science Foundation. NSF codes are not specific for NSF proposals and/or awards.,NSF_CODES,NSF_SEQUENCE_NUMBER,,,NUMBER,"12,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,OBJ_ID,org.kuali.kra.award.home.Award,objectId,,,,,,,VARCHAR2,36,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,NOT_FOR_HURON,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,PAYMENT_SCHEDULE_INDICATOR,org.kuali.kra.award.home.Award,paymentScheduleIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,PRE_AWARD_AUTHORIZED_AMOUNT,org.kuali.kra.award.home.Award,preAwardAuthorizedAmount,Amount,Pre Award Sponsor Authorized Amount,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,PRE_AWARD_EFFECTIVE_DATE,org.kuali.kra.award.home.Award,preAwardEffectiveDate,Pre Award Sponsor Effective Date,Pre Award Sponsor Effective Date,,,,,DATE,,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,PRE_AWARD_INST_EFFECTIVE_DATE,org.kuali.kra.award.home.Award,preAwardInstitutionalEffectiveDate,Pre Award Institutional Effective Date,Pre Award Institutional Effective Date,,,,,DATE,,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,PRE_AWARD_IN_AUTHORIZED_AMOUNT,org.kuali.kra.award.home.Award,preAwardInstitutionalAuthorizedAmount,Amount,Pre Award Institutional Authorized Amount,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,PRIME_SPONSOR_CODE,org.kuali.kra.award.home.Award,primeSponsorCode,Prime Sponsor,The identification number of the organization or agency that is providing support for the sponsored project.,SPONSOR,SPONSOR_CODE,,,VARCHAR2,20,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,
Award,CORE_KUALI,AWARD,PROCUREMENT_PRIORITY_CODE,org.kuali.kra.award.home.Award,procurementPriorityCode,Procurement Priority Code,Competing Renewal,,,,,VARCHAR2,6,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,PROPOSAL_NUMBER,org.kuali.kra.award.home.Award,proposalNumber,,,,,,,VARCHAR2,8,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,HIGH,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,SCIENCE_CODE_INDICATOR,org.kuali.kra.award.home.Award,scienceCodeIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,SEQUENCE_NUMBER,org.kuali.kra.award.home.Award,sequenceNumber,Sequence Number,Sequence Number,,,,,NUMBER,"4,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,SPECIAL_EB_RATE_OFF_CAMPUS,org.kuali.kra.award.home.Award,specialEbRateOffCampus,Special EB Rate Off CampusContract,Special EB Rate Off CampusContract,,,,,NUMBER,"5,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,SPECIAL_EB_RATE_ON_CAMPUS,org.kuali.kra.award.home.Award,specialEbRateOnCampus,Special EB Rate On CampusContract,Special EB Rate On CampusContract,,,,,NUMBER,"5,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,SPECIAL_REVIEW_INDICATOR,org.kuali.kra.award.home.Award,specialReviewIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,SPONSOR_AWARD_NUMBER,org.kuali.kra.award.home.Award,sponsorAwardNumber,Sponsor Award ID,Sponsor Award ID,,,,,VARCHAR2,70,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,SPONSOR_CODE,org.kuali.kra.award.home.Award,sponsorCode,Sponsor ID,The identification number of the organization or agency that is providing support for the sponsored project.,SPONSOR,SPONSOR_CODE,,,VARCHAR2,20,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,STATUS_CODE,org.kuali.kra.award.home.Award,statusCode,Award Status,Award Status,AWARD_STATUS,STATUS_CODE,,,NUMBER,"3,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,SUB_PLAN_FLAG,org.kuali.kra.award.home.Award,subPlanFlag,Small Business Subcontracting Plan,Small Business Subcontracting Plan,,,,,VARCHAR2,1,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,TEMPLATE_CODE,org.kuali.kra.award.home.Award,templateCode,Sponsor Template Code,Pre-defined Sponsor Template to sync,AWARD_TEMPLATE,AWARD_TEMPLATE_CODE,,,NUMBER,"5,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,TITLE,org.kuali.kra.award.home.Award,title,Award Title,The proposed title of the project.,,,,,VARCHAR2,200,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,TRANSACTION_TYPE_CODE,org.kuali.kra.award.home.Award,awardTransactionTypeCode,Transaction Type,Transaction Type,AWARD_TRANSACTION_TYPE,AWARD_TRANSACTION_TYPE_CODE,,,VARCHAR2,3,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,HIGH,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,TRANSFER_SPONSOR_INDICATOR,org.kuali.kra.award.home.Award,transferSponsorIndicator,,,,,,,VARCHAR2,2,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,UPDATE_TIMESTAMP,org.kuali.kra.award.home.Award,updateTimestamp,Last Update,The creation or last modification timestamp.,,,,,DATE,,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/Award.xml,HIGH,NOT_FOR_HURON,label inherited via Spring parent bean from Award.xml
Award,CORE_KUALI,AWARD,UPDATE_USER,org.kuali.kra.award.home.Award,updateUser,,,,,,,VARCHAR2,60,,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,NOT_FOR_HURON,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD,VER_NBR,org.kuali.kra.award.home.Award,versionNumber,,,,,,,NUMBER,"8,0",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml,MEDIUM,NOT_FOR_HURON,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,ACCOUNT_NUMBER,org.kuali.coeus.award.finance.AwardAccount,accountNumber,,,,,,,VARCHAR2,15,,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,AVAILABLE,org.kuali.coeus.award.finance.AwardAccount,available,,,,,,,NUMBER,"12,2",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,AWARD_ACCOUNT_COMMENT,org.kuali.coeus.award.finance.AwardAccount,comment,,,,,,,CLOB,,,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,BUDGETED,org.kuali.coeus.award.finance.AwardAccount,budgeted,,,,,,,NUMBER,"12,2",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,CREATED_BY_AWARD_ID,org.kuali.coeus.award.finance.AwardAccount,createdByAwardId,,,,,,,NUMBER,"22,0",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,EXPENSE,org.kuali.coeus.award.finance.AwardAccount,expense,,,,,,,NUMBER,"12,2",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,ID,org.kuali.coeus.award.finance.AwardAccount,id,,,,,,,NUMBER,"19,0",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,HIGH,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,INCOME,org.kuali.coeus.award.finance.AwardAccount,income,,,,,,,NUMBER,"12,2",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,PENDING,org.kuali.coeus.award.finance.AwardAccount,pending,,,,,,,NUMBER,"12,2",,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_ACCOUNT,STATUS,org.kuali.coeus.award.finance.AwardAccount,status,,,,,,,VARCHAR2,15,,coeus-impl/src/main/java/org/kuali/coeus/award/finance/AwardAccount.java,MEDIUM,MEDIUM,no DataDictionary label in source; UI name not asserted
Award,CORE_KUALI,AWARD_AMOUNT_INFO,AMOUNT_OBLIGATED_TO_DATE,org.kuali.kra.award.home.AwardAmountInfo,amountObligatedToDate,Obligated Cumulative,Obligated Cumulative,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANTICIPATED_CHANGE,org.kuali.kra.award.home.AwardAmountInfo,anticipatedChange,Anticipated Change,Anticipated Change,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANTICIPATED_CHANGE_DIRECT,org.kuali.kra.award.home.AwardAmountInfo,anticipatedChangeDirect,Anticipated Change Direct,Anticipated Change Direct,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANTICIPATED_CHANGE_INDIRECT,org.kuali.kra.award.home.AwardAmountInfo,anticipatedChangeIndirect,Anticipated Change Indirect,Anticipated Change Indirect,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANTICIPATED_TOTAL_AMOUNT,org.kuali.kra.award.home.AwardAmountInfo,anticipatedTotalAmount,Anticipated Cumulative,Anticipated Cumulative,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANTICIPATED_TOTAL_DIRECT,org.kuali.kra.award.home.AwardAmountInfo,anticipatedTotalDirect,Anticipated Total Direct,Anticipated Total Direct,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANTICIPATED_TOTAL_INDIRECT,org.kuali.kra.award.home.AwardAmountInfo,anticipatedTotalIndirect,Anticipated Total Indirect,Anticipated Total Indirect,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
Award,CORE_KUALI,AWARD_AMOUNT_INFO,ANT_DISTRIBUTABLE_AMOUNT,org.kuali.kra.award.home.AwardAmountInfo,antDistributableAmount,Anticipated Distributable,Anticipated Distributable,,,,,NUMBER,"12,2",,coeus-impl/src/main/resources/org/kuali/kra/award/repository-award.xml | coeus-impl/src/main/resources/org/kuali/kra/datadictionary/AwardAmountInfo.xml,HIGH,HIGH,label inherited via Spring parent bean from AwardAmountInfo.xml
