TABLE_NAME,EXCLUSION_REASON,ROW_COUNT,COLUMN_COUNT,NOTE
KRMS_REF_OBJ_KRMS_OBJ_T,WORKFLOW_IDENTITY_INFRA,0,9,excluded from Huron discovery package
KRMS_RULE_ATTR_T,WORKFLOW_IDENTITY_INFRA,0,5,excluded from Huron discovery package
KRMS_RULE_T,WORKFLOW_IDENTITY_INFRA,15,8,excluded from Huron discovery package
KRMS_TERM_PARM_T,WORKFLOW_IDENTITY_INFRA,13,5,excluded from Huron discovery package
KRMS_TERM_RSLVR_ATTR_T,WORKFLOW_IDENTITY_INFRA,0,5,excluded from Huron discovery package
KRMS_TERM_RSLVR_INPUT_SPEC_T,WORKFLOW_IDENTITY_INFRA,0,2,excluded from Huron discovery package
KRMS_TERM_RSLVR_PARM_SPEC_T,WORKFLOW_IDENTITY_INFRA,123,4,excluded from Huron discovery package
KRMS_TERM_RSLVR_T,WORKFLOW_IDENTITY_INFRA,157,7,excluded from Huron discovery package
KRMS_TERM_SPEC_CTGRY_T,WORKFLOW_IDENTITY_INFRA,180,2,excluded from Huron discovery package
KRMS_TERM_SPEC_T,WORKFLOW_IDENTITY_INFRA,185,7,excluded from Huron discovery package
KRMS_TERM_T,WORKFLOW_IDENTITY_INFRA,105,4,excluded from Huron discovery package
KRMS_TYP_ATTR_T,WORKFLOW_IDENTITY_INFRA,25,6,excluded from Huron discovery package
KRMS_TYP_RELN_T,WORKFLOW_IDENTITY_INFRA,0,7,excluded from Huron discovery package
KRMS_TYP_T,WORKFLOW_IDENTITY_INFRA,27,6,excluded from Huron discovery package
KRNS_ADHOC_RTE_ACTN_RECIP_T,WORKFLOW_IDENTITY_INFRA,104,6,excluded from Huron discovery package
KRNS_ATT_T,WORKFLOW_IDENTITY_INFRA,95,8,excluded from Huron discovery package
KRNS_DOC_HDR_T,WORKFLOW_IDENTITY_INFRA,779203,7,excluded from Huron discovery package
KRNS_LOOKUP_RSLT_T,WORKFLOW_IDENTITY_INFRA,10367,6,excluded from Huron discovery package
KRNS_LOOKUP_SEL_T,WORKFLOW_IDENTITY_INFRA,8341,6,excluded from Huron discovery package
KRNS_MAINT_DOC_ATT_LST_T,WORKFLOW_IDENTITY_INFRA,0,7,excluded from Huron discovery package
KRNS_MAINT_DOC_ATT_T,WORKFLOW_IDENTITY_INFRA,0,6,excluded from Huron discovery package
KRNS_MAINT_DOC_T,WORKFLOW_IDENTITY_INFRA,63026,4,excluded from Huron discovery package
KRNS_MAINT_LOCK_T,WORKFLOW_IDENTITY_INFRA,9,5,excluded from Huron discovery package
KRNS_NTE_T,WORKFLOW_IDENTITY_INFRA,93667,10,excluded from Huron discovery package
KRNS_NTE_TYP_T,WORKFLOW_IDENTITY_INFRA,2,5,excluded from Huron discovery package
KRNS_PESSIMISTIC_LOCK_T,WORKFLOW_IDENTITY_INFRA,5,8,excluded from Huron discovery package
KRNS_SESN_DOC_T,WORKFLOW_IDENTITY_INFRA,31,9,excluded from Huron discovery package
KRSB_BAM_PARM_T,WORKFLOW_IDENTITY_INFRA,0,3,excluded from Huron discovery package
KRSB_BAM_T,WORKFLOW_IDENTITY_INFRA,0,10,excluded from Huron discovery package
KRSB_MSG_PYLD_T,WORKFLOW_IDENTITY_INFRA,20649,2,excluded from Huron discovery package
KRSB_MSG_QUE_T,WORKFLOW_IDENTITY_INFRA,20649,13,excluded from Huron discovery package
KRSB_QRTZ_BLOB_TRIGGERS,WORKFLOW_IDENTITY_INFRA,0,4,excluded from Huron discovery package
KRSB_QRTZ_CALENDARS,WORKFLOW_IDENTITY_INFRA,0,3,excluded from Huron discovery package
KRSB_QRTZ_CRON_TRIGGERS,WORKFLOW_IDENTITY_INFRA,0,5,excluded from Huron discovery package
KRSB_QRTZ_FIRED_TRIGGERS,WORKFLOW_IDENTITY_INFRA,3,14,excluded from Huron discovery package
KRSB_QRTZ_JOB_DETAILS,WORKFLOW_IDENTITY_INFRA,3,10,excluded from Huron discovery package
KRSB_QRTZ_JOB_LISTENERS,WORKFLOW_IDENTITY_INFRA,0,3,excluded from Huron discovery package
KRSB_QRTZ_LOCKS,WORKFLOW_IDENTITY_INFRA,9,2,excluded from Huron discovery package
KRSB_QRTZ_PAUSED_TRIGGER_GRPS,WORKFLOW_IDENTITY_INFRA,0,2,excluded from Huron discovery package
KRSB_QRTZ_SCHEDULER_STATE,WORKFLOW_IDENTITY_INFRA,4,4,excluded from Huron discovery package
KRSB_QRTZ_SIMPLE_TRIGGERS,WORKFLOW_IDENTITY_INFRA,4,6,excluded from Huron discovery package
KRSB_QRTZ_SIMPROP_TRIGGERS,WORKFLOW_IDENTITY_INFRA,0,14,excluded from Huron discovery package
KRSB_QRTZ_TRIGGERS,WORKFLOW_IDENTITY_INFRA,4,16,excluded from Huron discovery package
KRSB_QRTZ_TRIGGER_LISTENERS,WORKFLOW_IDENTITY_INFRA,0,3,excluded from Huron discovery package
KRSB_SVC_DEF_T,WORKFLOW_IDENTITY_INFRA,0,12,excluded from Huron discovery package
KRSB_SVC_DSCRPTR_T,WORKFLOW_IDENTITY_INFRA,0,2,excluded from Huron discovery package
MSG_OF_THE_DAY,WORKFLOW_IDENTITY_INFRA,0,8,excluded from Huron discovery package
NOTIFICATION,WORKFLOW_IDENTITY_INFRA,0,9,excluded from Huron discovery package
NOTIFICATION_MDL_ROLE_QLFR,WORKFLOW_IDENTITY_INFRA,70,7,excluded from Huron discovery package
NOTIFICATION_MODULE_ROLE,WORKFLOW_IDENTITY_INFRA,66,7,excluded from Huron discovery package
NOTIFICATION_TYPE,WORKFLOW_IDENTITY_INFRA,145,14,excluded from Huron discovery package
NOTIFICATION_TYPE_RECIPIENT,WORKFLOW_IDENTITY_INFRA,233,8,excluded from Huron discovery package
REST_AUDIT_LOG,WORKFLOW_IDENTITY_INFRA,0,7,excluded from Huron discovery package
TRV_ACCT_USE_RT_T,WORKFLOW_IDENTITY_INFRA,0,5,excluded from Huron discovery package
WATERMARK,WORKFLOW_IDENTITY_INFRA,31,18,excluded from Huron discovery package
