DOMAIN,TABLE_NAME,COLUMN_ID,COLUMN_NAME,DATA_TYPE,NULLABLE,DATA_DEFAULT,ORACLE_COLUMN_COMMENT,UI_FIELD_NAME,FIELD_DESCRIPTION,JAVA_OBJECT,JAVA_PROPERTY,LOOKUP_TABLE,LOOKUP_COLUMN,FIELD_ORIGIN,MAPPING_PRIORITY,EXTRACT_TYPE,CONTAINS_PII
Proposal / pre-award,EPS_PROP_PER_DOC_TYPE,1,DOCUMENT_TYPE_CODE,VARCHAR2(3),N,,,Person Document Type Code,Person Document Type Code,org.kuali.coeus.propdev.impl.person.attachment.PropPerDocType,code,,,LOOKUP_REFERENCE,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_PER_DOC_TYPE,2,DESCRIPTION,VARCHAR2(200),N,,,Description,Description,org.kuali.coeus.propdev.impl.person.attachment.PropPerDocType,description,,,LOOKUP_REFERENCE,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_PER_DOC_TYPE,3,UPDATE_TIMESTAMP,DATE,N,,,,,,,,,,,FULL,N
Proposal / pre-award,EPS_PROP_PER_DOC_TYPE,4,UPDATE_USER,VARCHAR2(60),N,,,,,,,,,,,FULL,N
Proposal / pre-award,EPS_PROP_PER_DOC_TYPE,5,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.propdev.impl.person.attachment.PropPerDocType,versionNumber,,,LOOKUP_REFERENCE,NOT_FOR_HURON,FULL,N
Proposal / pre-award,EPS_PROP_PER_DOC_TYPE,6,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.person.attachment.PropPerDocType,objectId,,,LOOKUP_REFERENCE,NOT_FOR_HURON,FULL,N
Proposal / pre-award,EPS_PROP_RATES,1,BUDGET_ID,"NUMBER(12,0)",N,,,,,org.kuali.coeus.common.budget.framework.rate.BudgetRate,budgetId,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,2,RATE_CLASS_CODE,VARCHAR2(3),N,,,Rate Class Code,Rate Class Code,org.kuali.coeus.common.budget.framework.rate.BudgetRate,rateClassCode,RATE_CLASS,RATE_CLASS_CODE,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,3,RATE_TYPE_CODE,VARCHAR2(3),N,,,Rate Type Code,Rate Type Code,org.kuali.coeus.common.budget.framework.rate.BudgetRate,rateTypeCode,RATE_TYPE,RATE_CLASS_CODE,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,4,FISCAL_YEAR,CHAR(4),N,,,Fiscal Year,Fiscal Year,org.kuali.coeus.common.budget.framework.rate.BudgetRate,fiscalYear,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,5,ON_OFF_CAMPUS_FLAG,CHAR(1),N,,,On Campus,On Off Campus Flag,org.kuali.coeus.common.budget.framework.rate.BudgetRate,onOffCampusFlag,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,6,ACTIVITY_TYPE_CODE,VARCHAR2(3),N,,,Activity Type Code,Activity Type Code,org.kuali.coeus.common.budget.framework.rate.BudgetRate,activityTypeCode,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,7,START_DATE,DATE,N,,,Start Date,Start Date.,org.kuali.coeus.common.budget.framework.rate.BudgetRate,startDate,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,8,APPLICABLE_RATE,"NUMBER(5,2)",N,,,Applicable Rate,Applicable Rate,org.kuali.coeus.common.budget.framework.rate.BudgetRate,applicableRate,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,9,INSTITUTE_RATE,"NUMBER(5,2)",Y,,,Institute Rate,Institute Rate,org.kuali.coeus.common.budget.framework.rate.BudgetRate,instituteRate,,,CORE_KUALI,HIGH,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,10,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.common.budget.framework.rate.BudgetRate,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,11,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.common.budget.framework.rate.BudgetRate,updateUser,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,12,VER_NBR,"NUMBER(8,0)",N,1,,Version Number,Version Number,org.kuali.coeus.common.budget.framework.rate.BudgetRate,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Proposal / pre-award,EPS_PROP_RATES,13,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.common.budget.framework.rate.BudgetRate,objectId,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,1,HIERARCHY_PROPOSAL_NUMBER,VARCHAR2(12),Y,,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,hierarchyProposalNumber,,,CORE_KUALI,MEDIUM,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,2,HIDE_IN_HIERARCHY,CHAR(1),N,'N',,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,hiddenInHierarchy,,,CORE_KUALI,MEDIUM,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,3,PROPOSAL_NUMBER,VARCHAR2(12),N,,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,proposalNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,4,SCIENCE_KEYWORD_CODE,VARCHAR2(15),N,,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,scienceKeywordCode,SCIENCE_KEYWORD,SCIENCE_KEYWORD_CODE,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,5,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,6,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SCIENCE_KEYWORD,8,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.keyword.PropScienceKeyword,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SITES,1,PROPOSAL_NUMBER,VARCHAR2(12),N,,,,,org.kuali.coeus.propdev.impl.location.ProposalSite,proposalNumber,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,2,SITE_NUMBER,"NUMBER(3,0)",N,,,Site Number,The site number within the proposal,org.kuali.coeus.propdev.impl.location.ProposalSite,siteNumber,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,3,LOCATION_NAME,VARCHAR2(60),Y,,,Organization Name,The name to display for the Proposal Site; may differ from the name in the rolodex,org.kuali.coeus.propdev.impl.location.ProposalSite,locationName,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,4,LOCATION_TYPE_CODE,"NUMBER(3,0)",N,,,Location Type Code,"The type of location (applicant org., performing org., etc.)",org.kuali.coeus.propdev.impl.location.ProposalSite,locationTypeCode,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,5,ORGANIZATION_ID,VARCHAR2(8),Y,,,Organization ID,This is the foreign key into the Organization,org.kuali.coeus.propdev.impl.location.ProposalSite,organizationId,ORGANIZATION,ORGANIZATION_ID,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,6,ROLODEX_ID,"NUMBER(6,0)",Y,,,Rolodex Id,Rolodex Id,org.kuali.coeus.propdev.impl.location.ProposalSite,rolodexId,ROLODEX,ROLODEX_ID,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,7,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.propdev.impl.location.ProposalSite,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Proposal / pre-award,EPS_PROP_SITES,8,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.propdev.impl.location.ProposalSite,updateUser,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Proposal / pre-award,EPS_PROP_SITES,9,VER_NBR,"NUMBER(8,0)",Y,1,,,,org.kuali.coeus.propdev.impl.location.ProposalSite,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Proposal / pre-award,EPS_PROP_SITES,10,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.location.ProposalSite,objectId,,,CORE_KUALI,NOT_FOR_HURON,FULL,N
Proposal / pre-award,EPS_PROP_SITES,11,ADDRESS_LINE_1,VARCHAR2(80),Y,NULL,,Address Line 1,Address Line 1,org.kuali.coeus.propdev.impl.location.ProposalSite,addressLine1,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,12,ADDRESS_LINE_2,VARCHAR2(80),Y,NULL,,Address Line 2,Address Line 2,org.kuali.coeus.propdev.impl.location.ProposalSite,addressLine2,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,13,ADDRESS_LINE_3,VARCHAR2(80),Y,NULL,,Address Line 3,Address Line 3,org.kuali.coeus.propdev.impl.location.ProposalSite,addressLine3,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,14,CITY,VARCHAR2(30),Y,NULL,,City,City,org.kuali.coeus.propdev.impl.location.ProposalSite,city,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,15,COUNTY,VARCHAR2(30),Y,NULL,,County,County,org.kuali.coeus.propdev.impl.location.ProposalSite,county,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,16,STATE,VARCHAR2(30),Y,NULL,,State,State,org.kuali.coeus.propdev.impl.location.ProposalSite,state,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,17,POSTAL_CODE,VARCHAR2(15),Y,NULL,,Postal Code,Postal Code,org.kuali.coeus.propdev.impl.location.ProposalSite,postalCode,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SITES,18,COUNTRY_CODE,CHAR(3),Y,NULL,,Country Code,Country Code,org.kuali.coeus.propdev.impl.location.ProposalSite,countryCode,,,CORE_KUALI,HIGH,FULL,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,1,EXPIRATION_DATE,DATE,Y,,,Expiration Date,Expiration Date,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,expirationDate,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,2,HIERARCHY_PROPOSAL_NUMBER,VARCHAR2(12),Y,,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,hierarchyProposalNumber,,,LOOKUP_REFERENCE,MEDIUM,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,3,HIDE_IN_HIERARCHY,CHAR(1),N,'N',,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,hiddenInHierarchy,,,LOOKUP_REFERENCE,MEDIUM,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,4,PROPOSAL_NUMBER,VARCHAR2(12),Y,,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,proposalNumber,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,5,SPECIAL_REVIEW_NUMBER,"NUMBER(3,0)",Y,,,Special Review Number,Special Review Number,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,specialReviewNumber,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,6,SPECIAL_REVIEW_CODE,VARCHAR2(3),N,,,Type,Special Review Type Code,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,specialReviewTypeCode,SPECIAL_REVIEW,SPECIAL_REVIEW_CODE,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,7,APPROVAL_TYPE_CODE,VARCHAR2(3),N,,,Approval Status,Approval Status Type Code,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,approvalTypeCode,SP_REV_APPROVAL_TYPE,APPROVAL_TYPE_CODE,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,8,PROTOCOL_NUMBER,VARCHAR2(20),Y,,,Protocol Number,Protocol Number,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,protocolNumber,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,9,APPLICATION_DATE,DATE,Y,,,Application Date,Application Date,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,applicationDate,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,10,APPROVAL_DATE,DATE,Y,,,Approval Date,Approval Date,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,approvalDate,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,11,COMMENTS,CLOB,Y,,,Comments,Comments,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,comments,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,12,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,updateUser,,,LOOKUP_REFERENCE,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,13,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,updateTimestamp,,,LOOKUP_REFERENCE,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,14,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,versionNumber,,,LOOKUP_REFERENCE,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,15,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,objectId,,,LOOKUP_REFERENCE,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,16,PROPOSAL_SPECIAL_REVIEW_ID,"NUMBER(12,0)",N,,,Proposal Special Review Id,Proposal Special Review Id,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,id,,,LOOKUP_REFERENCE,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,17,PROTOCOL_STATUS_DESCRIPTION,VARCHAR2(200),Y,,,,,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReview,protocolStatus,,,LOOKUP_REFERENCE,MEDIUM,EMPTY,N
Proposal / pre-award,EPS_PROP_SPECIAL_REVIEW,18,PROPOSAL_SPECIAL_REVIEW_ATT_ID,"NUMBER(12,0)",Y,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,1,PROPOSAL_SPECIAL_REVIEW_ATT_ID,"NUMBER(12,0)",N,,,Proposal Special Review Attachment Id,Proposal Special Review Attachment Id,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReviewAttachment,id,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,2,FILE_NAME,VARCHAR2(150),Y,NULL,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,3,CONTENT_TYPE,VARCHAR2(255),Y,NULL,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,4,STUDY_TITLE,VARCHAR2(600),Y,,,Study Title,Study Title,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReviewAttachment,studyTitle,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,5,IS_ATTACHMENT_DELAYED_ONSET,CHAR(1),Y,,,Is Attachment Delayed Onset,Is Attachment Delayed Onset,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReviewAttachment,isAttachmentDelayedOnset,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,6,CLINICAL_TRIAL,CHAR(1),Y,,,Clinical Trial,Clinical Trial,org.kuali.coeus.propdev.impl.specialreview.ProposalSpecialReviewAttachment,clinicalTrial,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,7,UPDATE_USER,VARCHAR2(60),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,8,UPDATE_TIMESTAMP,DATE,N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,9,VER_NBR,"NUMBER(8,0)",N,'1',,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,10,OBJ_ID,VARCHAR2(36),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,11,FILE_DATA_ID,VARCHAR2(36),Y,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,12,UPLOAD_TIMESTAMP,DATE,N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_SPL_REVIEW_ATTACHMENT,13,UPLOAD_USER,VARCHAR2(100),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,1,PROPOSAL_NUMBER,VARCHAR2(12),N,,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,proposalNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,2,INV_CREDIT_TYPE_CODE,VARCHAR2(3),N,,,Investigator Credit Type Code,Investigator Credit Type Code,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,invCreditTypeCode,INV_CREDIT_TYPE,INV_CREDIT_TYPE_CODE,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,3,PROP_PERSON_NUMBER,"NUMBER(12,0)",N,,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,proposalPersonNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,4,UNIT_NUMBER,VARCHAR2(20),N,,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,unitNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,5,CREDIT,"NUMBER(5,2)",Y,,,Credit,Credit,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,credit,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,6,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,7,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,8,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_UNIT_CREDIT_SPLIT,9,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.person.creditsplit.ProposalUnitCreditSplit,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,1,PROPOSAL_NUMBER,VARCHAR2(12),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,2,USER_ID,VARCHAR2(40),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,3,ROLE_ID,"NUMBER(5,0)",N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,4,UPDATE_TIMESTAMP,DATE,N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,5,UPDATE_USER,VARCHAR2(60),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,6,VER_NBR,"NUMBER(8,0)",N,1,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_USER_ROLES,7,OBJ_ID,VARCHAR2(36),N,,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,1,PROPOSAL_NUMBER,VARCHAR2(12),N,,,Proposal Number,Proposal Number,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,proposalNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,2,QUESTION_ID,VARCHAR2(4),N,,,Question Id,Question Id,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,questionId,YNQ,QUESTION_ID,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,3,ANSWER,CHAR(1),Y,,,Answer,Answer,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,answer,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,4,EXPLANATION,CLOB,Y,,,Explanation,Explanation,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,explanation,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,5,REVIEW_DATE,DATE,Y,,,Review Date,Review Date,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,reviewDate,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,6,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,7,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,8,VER_NBR,"NUMBER(8,0)",N,1,,,,,,,,,,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,9,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Proposal / pre-award,EPS_PROP_YNQ,10,SORT_ID,"NUMBER(12,0)",Y,,,,,org.kuali.coeus.propdev.impl.ynq.ProposalYnq,sortId,,,CORE_KUALI,MEDIUM,EMPTY,N
Proposal / pre-award,NARRATIVE,1,HIERARCHY_PROPOSAL_NUMBER,VARCHAR2(12),Y,,,,,org.kuali.coeus.propdev.impl.attachment.Narrative,hierarchyProposalNumber,,,CORE_KUALI,MEDIUM,EMPTY,N
Proposal / pre-award,NARRATIVE,2,HIDE_IN_HIERARCHY,CHAR(1),N,'N',,,,org.kuali.coeus.propdev.impl.attachment.Narrative,hiddenInHierarchy,,,CORE_KUALI,MEDIUM,EMPTY,N
Proposal / pre-award,NARRATIVE,3,PROPOSAL_NUMBER,VARCHAR2(12),N,,,Proposal Number,Proposal Number,org.kuali.coeus.propdev.impl.attachment.Narrative,proposalNumber,NARRATIVE_ATTACHMENT,PROPOSAL_NUMBER,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,4,MODULE_NUMBER,"NUMBER(4,0)",N,,,Module Number,Module Number,org.kuali.coeus.propdev.impl.attachment.Narrative,moduleNumber,NARRATIVE_ATTACHMENT,PROPOSAL_NUMBER,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,5,MODULE_SEQUENCE_NUMBER,"NUMBER(4,0)",N,,,Module Sequence Number,Module Sequence Number,org.kuali.coeus.propdev.impl.attachment.Narrative,moduleSequenceNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,6,MODULE_TITLE,VARCHAR2(150),Y,,,Description,"This field is a free-form text field in which the user is able to name the attachment they are uploading beyond merely the type.  Ex. 'Mass Spectrometer Quotation' instead of merely having ""equipment"" as an attachment type.",org.kuali.coeus.propdev.impl.attachment.Narrative,moduleTitle,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,7,MODULE_STATUS_CODE,VARCHAR2(3),N,,,Status,The Types that the Proposal Attachment Status be,org.kuali.coeus.propdev.impl.attachment.Narrative,moduleStatusCode,NARRATIVE_STATUS,NARRATIVE_STATUS_CODE,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,8,CONTACT_NAME,VARCHAR2(30),Y,,,Contact Name,Contact Name,org.kuali.coeus.propdev.impl.attachment.Narrative,contactName,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,9,PHONE_NUMBER,VARCHAR2(20),Y,,,Phone Number,Phone Number,org.kuali.coeus.propdev.impl.attachment.Narrative,phoneNumber,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,10,EMAIL_ADDRESS,VARCHAR2(60),Y,,,Email Address,Email Address,org.kuali.coeus.propdev.impl.attachment.Narrative,emailAddress,,,CORE_KUALI,HIGH,EMPTY,N
Proposal / pre-award,NARRATIVE,11,COMMENTS,VARCHAR2(4000),Y,,,Comments,Proposal attachment comments,org.kuali.coeus.propdev.impl.attachment.Narrative,comments,,,CORE_KUALI,HIGH,EMPTY,N
