DOMAIN,TABLE_NAME,COLUMN_ID,COLUMN_NAME,DATA_TYPE,NULLABLE,DATA_DEFAULT,ORACLE_COLUMN_COMMENT,UI_FIELD_NAME,FIELD_DESCRIPTION,JAVA_OBJECT,JAVA_PROPERTY,LOOKUP_TABLE,LOOKUP_COLUMN,FIELD_ORIGIN,MAPPING_PRIORITY,EXTRACT_TYPE,CONTAINS_PII
Award,AWARD_REPORT_NOTIFICATION_SENT,3,SENT_DATE,DATE,N,,,Date Sent,Date Sent,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,dateSent,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,4,ACTION_CODE,VARCHAR2(3),N,,,Action Code,Action Code,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,actionCode,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,5,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,6,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,8,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,9,AWARD_REPORT_NOTIF_SENT_ID,"NUMBER(22,0)",N,,,Report Tracking Sent Notification Id,Report Tracking Sent Notification Id,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,awardReportNotifSentId,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,10,REPORT_CLASS_CODE,VARCHAR2(3),Y,,,Report Class,Report Class,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,reportClassCode,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REPORT_NOTIFICATION_SENT,11,REPORT_CODE,VARCHAR2(3),Y,,,Report,Report,org.kuali.kra.award.paymentreports.awardreports.reporting.service.SentReportNotification,reportCode,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REPORT_TERMS,1,AWARD_REPORT_TERMS_ID,"NUMBER(12,0)",N,,,Award Report Terms Id,Award Report Terms Id,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,awardReportTermId,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,2,AWARD_ID,"NUMBER(22,0)",N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,awardId,AWARD,AWARD_ID,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,3,AWARD_NUMBER,VARCHAR2(12),N,,,Award ID,Award ID,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,awardNumber,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,4,SEQUENCE_NUMBER,"NUMBER(4,0)",N,,,Sequence Number,Sequence Number,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,sequenceNumber,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,5,REPORT_CLASS_CODE,VARCHAR2(3),N,,,Report Class Code,Report Class Code,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,reportClassCode,REPORT_CLASS,REPORT_CLASS_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,6,REPORT_CODE,VARCHAR2(3),N,,,Payment Type,Type,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,reportCode,REPORT,REPORT_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,7,FREQUENCY_CODE,VARCHAR2(3),Y,,,Frequency,Frequency,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,frequencyCode,FREQUENCY,FREQUENCY_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,8,FREQUENCY_BASE_CODE,VARCHAR2(3),Y,,,Frequency Base,Frequency Base,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,frequencyBaseCode,FREQUENCY_BASE,FREQUENCY_BASE_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,9,OSP_DISTRIBUTION_CODE,VARCHAR2(3),Y,,,OSP File Copy,OSP File Copy,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,ospDistributionCode,DISTRIBUTION,OSP_DISTRIBUTION_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,10,DUE_DATE,DATE,Y,,,Due Date,Due Date,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,dueDate,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TERMS,11,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TERMS,12,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TERMS,13,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,updateUser,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TERMS,14,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,objectId,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TRACKING,1,AWARD_REPORT_TERM_ID,"NUMBER(22,0)",N,,,Award Report Terms Id,Award Report Terms Id,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,awardReportTermId,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,2,AWARD_NUMBER,VARCHAR2(12),N,,,Award ID,Award ID,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,awardNumber,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,3,PI_PERSON_ID,VARCHAR2(40),Y,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,piPersonId,,,CORE_KUALI,MEDIUM,SAMPLE,N
Award,AWARD_REPORT_TRACKING,4,PI_ROLODEX_ID,"NUMBER(6,0)",Y,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,piRolodexId,,,CORE_KUALI,MEDIUM,SAMPLE,N
Award,AWARD_REPORT_TRACKING,5,PI_NAME,VARCHAR2(90),N,,,Principal Investigator,Full Name,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,piName,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,6,LEAD_UNIT_NUMBER,VARCHAR2(20),N,,,Lead Unit Number,The lead unit number for the Award.,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,leadUnitNumber,UNIT,UNIT_NUMBER,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,7,REPORT_CLASS_CODE,VARCHAR2(3),N,,,Report Class,Report Class,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,reportClassCode,REPORT_CLASS,REPORT_CLASS_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,8,REPORT_CODE,VARCHAR2(3),N,,,Report,Report,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,reportCode,REPORT,REPORT_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,9,FREQUENCY_CODE,VARCHAR2(3),Y,,,Frequency,Frequency,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,frequencyCode,FREQUENCY,FREQUENCY_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,10,FREQUENCY_BASE_CODE,VARCHAR2(3),Y,,,Frequency Base,Frequency Base,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,frequencyBaseCode,FREQUENCY_BASE,FREQUENCY_BASE_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,11,OSP_DISTRIBUTION_CODE,VARCHAR2(3),Y,,,OSP File Copy,OSP File Copy,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,ospDistributionCode,DISTRIBUTION,OSP_DISTRIBUTION_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,12,STATUS_CODE,VARCHAR2(3),Y,,,Status,Status,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,statusCode,REPORT_STATUS,REPORT_STATUS_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,13,BASE_DATE,DATE,Y,,,Base Date,Base Date,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,baseDate,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,14,DUE_DATE,DATE,Y,,,Due Date,Due Date,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,dueDate,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,15,ACTIVITY_DATE,DATE,Y,,,Activity Date,Activity Date,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,activityDate,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,16,COMMENTS,VARCHAR2(200),Y,,,Comments,Comments,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,comments,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,17,PREPARER_ID,VARCHAR2(40),Y,,,Preparer,Preparer,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,preparerId,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,18,PREPARER_NAME,VARCHAR2(90),Y,,,Preparer Name,Preparer Name,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,preparerName,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,19,SPONSOR_CODE,VARCHAR2(20),N,,,Sponsor ID,The identification number of the organization or agency that is providing support for the sponsored project.,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,sponsorCode,SPONSOR,SPONSOR_CODE,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,20,SPONSOR_AWARD_NUMBER,VARCHAR2(70),Y,,,Sponsor Award ID,Sponsor Award ID,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,sponsorAwardNumber,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,21,TITLE,VARCHAR2(200),N,,,Award Title,The proposed title of the project.,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,title,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,22,LAST_UPDATE_USER,VARCHAR2(60),Y,,,Last Updated By,Last Updated By,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,lastUpdateUser,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TRACKING,23,LAST_UPDATE_DATE,DATE,N,,,Last Updated Date,Last Updated Date,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,lastUpdateDate,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,24,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TRACKING,25,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,updateUser,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TRACKING,26,VER_NBR,"NUMBER(8,0)",N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TRACKING,27,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,objectId,,,CORE_KUALI,NOT_FOR_HURON,SAMPLE,N
Award,AWARD_REPORT_TRACKING,28,AWARD_REPORT_TRACKING_ID,"NUMBER(22,0)",N,,,Award Report Tracking Id,Award Report Tracking Id,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,awardReportTrackingId,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REPORT_TRACKING,29,AWARD_ID,"NUMBER(22,0)",N,,,,,org.kuali.kra.award.paymentreports.awardreports.reporting.ReportTracking,awardId,,,CORE_KUALI,HIGH,SAMPLE,N
Award,AWARD_REP_TERMS_RECNT,1,CONTACT_ID,"NUMBER(12,0)",Y,,,Contact Type,Contact Type,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,contactId,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,2,AWARD_REP_TERMS_RECNT_ID,"NUMBER(12,0)",N,,,Award Report Term Recipient Id,Award Report Terms Recipient Id,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,awardReportTermRecipientId,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,3,AWARD_REPORT_TERMS_ID,"NUMBER(12,0)",N,,,Award Report Terms Id,Award Report Terms Id,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,awardReportTermId,AWARD_REPORT_TERMS,AWARD_REPORT_TERMS_ID,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,4,CONTACT_TYPE_CODE,VARCHAR2(3),N,,,Contact Type,Contact Type,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,contactTypeCode,CONTACT_TYPE,CONTACT_TYPE_CODE,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,5,ROLODEX_ID,"NUMBER(6,0)",N,,,Name/Organization,Name/Organization,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,rolodexId,ROLODEX,ROLODEX_ID,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,6,NUMBER_OF_COPIES,"NUMBER(2,0)",Y,,,Number of Copies,Number of Copies,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,numberOfCopies,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,7,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,8,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,9,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_REP_TERMS_RECNT,10,OBJ_ID,VARCHAR2(36),N,,,,,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,objectId,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_SCIENCE_KEYWORD,1,AWARD_SCIENCE_KEYWORD_ID,"NUMBER(12,0)",N,,,Award Science Code Id,Award Science Code Id,org.kuali.kra.award.home.keywords.AwardScienceKeyword,awardScienceKeywordId,,,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_SCIENCE_KEYWORD,2,AWARD_ID,"NUMBER(22,0)",N,,,,,org.kuali.kra.award.home.keywords.AwardScienceKeyword,awardId,AWARD,AWARD_ID,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_SCIENCE_KEYWORD,3,VER_NBR,"NUMBER(8,0)",N,1,,,,org.kuali.kra.award.home.keywords.AwardScienceKeyword,versionNumber,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_SCIENCE_KEYWORD,4,SCIENCE_KEYWORD_CODE,VARCHAR2(15),N,,,Science Code,Science Code,org.kuali.kra.award.home.keywords.AwardScienceKeyword,scienceKeywordCode,SCIENCE_KEYWORD,SCIENCE_KEYWORD_CODE,CORE_KUALI,HIGH,EMPTY,N
Award,AWARD_SCIENCE_KEYWORD,5,UPDATE_TIMESTAMP,DATE,N,,,,,org.kuali.kra.award.home.keywords.AwardScienceKeyword,updateTimestamp,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
Award,AWARD_SCIENCE_KEYWORD,6,UPDATE_USER,VARCHAR2(60),N,,,,,org.kuali.kra.award.home.keywords.AwardScienceKeyword,updateUser,,,CORE_KUALI,NOT_FOR_HURON,EMPTY,N
